Ministere / Entite;Acheteur;Libelle du projet achat;Code nomenclature Etat; Libelle nomenclature Etat;Perimetre organisationnel;Perimetre geographique;Region si perimetre geographique regional;Date envisagee pour la notification;Duree envisagee en mois, toutes periodes incluses hors garantie;Montant previsionnel HT (toutes periodes de reconduction incluses);annee
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Brest;SHOOTING HOUSE POUR COMBAT EN MILIEU CLOS;36.02.01;Travaux construction betiment neuf;Ministeriel;Regional ou infra;BRETAGNE;2019 3eme trim;12;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense Ile-de-France;VERSAILLES - SDURV SATORY;36.03.04;Travaux de construction de VRD, ouvrages annexes;Ministeriel;Regional ou infra;ILE DE France;2019 2nd trim;24;entre 1 MEuros et 10 MEuros;2019
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense Ile-de-France;Fort du Mont Valerien - B027 - Reprise etancheite clos et couvert;36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;ILE DE France;2020 1er trim;6;entre 100 KEuros et 1 MEuros;2020
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense Ile-de-France;SAINT-GERMAIN-EN-LAYE - QGL - Betiments 09 e 11 - Renovation des faeades de l'EM;36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;ILE DE France;2021 1er trim;8;entre 100 KEuros et 1 MEuros;2021
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense Ile-de-France;VERSAILLES - Liberation Recollets - Rehabilitation DeCroy;36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;ILE DE France;2020 2nd trim;24;entre 10 MEuros et 100 MEuros;2020
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense Ile-de-France;USID VLY - Entretien et nettoyage des ouvrages et des reseaux d'assainissement;37.02.09;Maintenance de voierie et reseaux divers (VRD), hors route;Ministeriel;Regional ou infra;ILE DE France;2020 4eme trim;48;< 100 KEuros;2020
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense Ile-de-France;USID VLY - Maintenance du contrele commande de la BA107;37.02.10;Maintenance equipements industriels;Ministeriel;Regional ou infra;ILE DE France;2021 1er trim;48;entre 100 KEuros et 1 MEuros;2021
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Rennes;2015NN160 - Base de defense Angers - Le Mans - Saumur (49) - Marche d'exploitation et de maintenance des installations de chauffage - ventilation - climatisation et des installations de plomberie-sanitaire - Lot ne3 : Pele Sarthois;37.02.02;Maintenance chauffage, ventilation, climatisation (CVC);Ministeriel;Regional ou infra;PAYS DE LA LOIRE;2019 4eme trim;48;entre 1 MEuros et 10 MEuros;2019
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Rennes;2015NN180 - Base de Defense Angers - Le Mans - Saumur (49) - MBC pour l'execution de travaux d'entretien, de reparation, d'adaptation, de modernisation et de transformations concernant les ouvrages et betiments militaires : TOITURE - Lot ne2 : Pele Saumurois;37.03.05;Petits travaux de couverture etancheite;Ministeriel;Regional ou infra;PAYS DE LA LOIRE;2019 4eme trim;48;entre 1 MEuros et 10 MEuros;2019
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Rennes;LA COURNEUVE (93) - Travaux de depollution industrielle;36.02.06;Travaux de depollution, decontamination;Ministeriel;Regional ou infra;ILE DE France;2018 novembre;61;entre 10 MEuros et 100 MEuros;2018
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Rennes;15NN057 - Travaux d'entretien de serrurerie, de metallerie acier et aluminium et de vitrerie - Lot ne 2 - Ecole militaire de Bourges (18);37.03.01;Petits travaux de metallerie et serrurerie;Ministeriel;Regional ou infra;CENTRE VAL DE LOIRE;2019 3eme trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Rennes;BRICY (45) - Exploitation, d'entretien et de maintenance des installations de chauffage du 12eme RC (OLIVET), du detachement de la 12eme BSMAT (GIEN) et des emprises d'ORLEANS - 3 lots geo;37.02.02;Maintenance chauffage, ventilation, climatisation (CVC);Ministeriel;Regional ou infra;CENTRE VAL DE LOIRE;2019 3eme trim;48;entre 1 MEuros et 10 MEuros;2019
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Rennes;BOURGES (18) - Zero nord - Construction de betiments e l'entree du site - Maetrise d'euvre;36.04.02;Prestation de maetrise d'euvre (MOE);Ministeriel;Regional ou infra;CENTRE VAL DE LOIRE;2018 decembre;50;entre 100 KEuros et 1 MEuros;2018
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Rennes;Bourges (18) - EMB - rehabilitation d'un betiment de bureau (tour commandement);36.02.03;Travaux de rehabilitation betiment;Ministeriel;Regional ou infra;CENTRE VAL DE LOIRE;2019 3eme trim;12;entre 1 MEuros et 10 MEuros;2019
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Rennes;AVORD (18)- BA702 - MHR Atelier pyrotechnique ZTO;36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;CENTRE VAL DE LOIRE;2019 1er trim;12;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Rennes;Bricy (45) - BA123/CPA10 - Construction d'un betiment tertiaire - travaux;36.02.01;Travaux construction betiment neuf;Ministeriel;Regional ou infra;CENTRE VAL DE LOIRE;2018 decembre;7;entre 1 MEuros et 10 MEuros;2018
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Rennes;BRICY (45) Base aerienne 123 marche global de performance  energetique;36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;CENTRE VAL DE LOIRE;2018 novembre;12;entre 10 MEuros et 100 MEuros;2018
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;445512 - MARSEILLE - HIA LAVERAN - Installation d'une piscine medicale sur plateau de reeducation (balneotherapie);36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;PACA;2018 decembre;12;entre 100 KEuros et 1 MEuros;2018
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;445418 - AIX EN PROVENCE - LMA - Renovation du betiment 026 (cinema);36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;PACA;2021 4eme trim;12;entre 1 MEuros et 10 MEuros;2021
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;442514 - 018 AC MONTFERRAT - CANJUERS Securisation du point de restauration de AB1;36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;PACA;2018 decembre;12;entre 1 MEuros et 10 MEuros;2018
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;444668 - 018 AC SALON - BA 701 - Adaptation du champ de tir de campagnole (mise aux normes ISTC);36.02.01;Travaux construction betiment neuf;Ministeriel;Regional ou infra;PACA;2018 novembre;12;entre 100 KEuros et 1 MEuros;2018
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;441439 - CARCASSONNE - ZT ROMIEU - SCORPION - Creation installation technique pour VBMR (MOP);36.02.01;Travaux construction betiment neuf;Ministeriel;Regional ou infra;OCCITANIE;2020 4eme trim;12;entre 100 KEuros et 1 MEuros;2020
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;MBC pour l'execution de travaux d'entretien et d'adaptation tous corps d'etat BDD SLZ LOT 1 : demolition, maeonnerie, gros euvre, pletrerie, VRD, travaux exterieurs et connexes;36.02.03;Travaux de rehabilitation betiment;Ministeriel;Regional ou infra;CORSE;2020 3eme trim;48;entre 1 MEuros et 10 MEuros;2020
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;448960 - ORANGE - Coudoulet - Creation d'un stand de tir sur le terrain du Coudoulet;36.02.01;Travaux construction betiment neuf;Ministeriel;Regional ou infra;AUVERGNE RHONE ALPES;2020 4eme trim;12;entre 1 MEuros et 10 MEuros;2020
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;445117 - VARCES ALLIERES ET RISSET (38) - QUARTIER CHEF DE BATAILLON DE REYNIES93eRAM et 7e BCA + 7eRMAT - Programme SCORPION etape 1 - zone technique VBMR (travaux suite a MOP);36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;AUVERGNE RHONE ALPES;2019 4eme trim;12;entre 10 MEuros et 100 MEuros;2019
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;440437 - BARBY (73) - QUARTIER ROC NOIR SCORPION 13 BCA adaptation de la ZT aux VBMR;36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;AUVERGNE RHONE ALPES;2018 octobre;26;entre 10 MEuros et 100 MEuros;2018
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;451160 - 018 REORG2 ORANGE CPOCAA - LABOUCHE - Renovation des betiments hebergement 45 et 31;36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;AUVERGNE RHONE ALPES;2018 octobre;12;entre 100 KEuros et 1 MEuros;2018
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;MBC pour l'execution de travaux d'entretien et d'adaptation tous corps d'etat BDD LVB - Sites et immeubles situes dans le departement de l'AIN LOT 4 : Peinture;36.02.03;Travaux de rehabilitation betiment;Ministeriel;Regional ou infra;AUVERGNE RHONE ALPES;2020 1er trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;MBC pour l'execution de travaux d'entretien et d'adaptation tous corps d'etat BDD LVB - Sites et immeubles situes dans le departement de l'AIN LOT 6 : Etancheite, charpente, couverture;36.02.03;Travaux de rehabilitation betiment;Ministeriel;Regional ou infra;AUVERGNE RHONE ALPES;2020 1er trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;MBC pour l'execution de travaux d'entretien et d'adaptations mineurs tous corps d'etat - BDD GAC - departement de l'isere LOT 1 : demolition - maeonnerie - gros-euvre - VRD - travaux exterieurs et connexes;36.02.03;Travaux de rehabilitation betiment;Ministeriel;Regional ou infra;AUVERGNE RHONE ALPES;2020 4eme trim;48;entre 1 MEuros et 10 MEuros;2020
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;MBC pour l'execution de travaux d'entretien et d'adaptation mineure tous corps d'etats - BDD LMV - Departements du Rhene et de la Loire MARCHE 5 : chauffage, plomberie, ventilation et climatisation;36.02.03;Travaux de rehabilitation betiment;Ministeriel;Regional ou infra;AUVERGNE RHONE ALPES;2020 3eme trim;48;entre 1 MEuros et 10 MEuros;2020
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;Marche e bons de commande pour l'execution de travaux d'entretien et d'adaptation mineure tous corps d'etats - BDD VALENCE - Antenne de Valence de l'USID de LYON - Departements de la Dreme et de l'Ardeche MARCHE 3 : PLATRERIE, CARRELAGE, PEINTURE, MENUISERIE INTERIEURE, REVETEMENTS DE SOLS ET AGENCEMENT INTERIEUR;36.02.03;Travaux de rehabilitation betiment;Ministeriel;Regional ou infra;AUVERGNE RHONE ALPES;2020 3eme trim;48;entre 1 MEuros et 10 MEuros;2020
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Lyon;MBC pour l'execution de travaux d'entretien et d'adaptation tous corps d'etat BDD CFD - secteur MOULINS LOT 4 : Peinture;36.02.03;Travaux de rehabilitation betiment;Ministeriel;Regional ou infra;AUVERGNE RHONE ALPES;2020 4eme trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Bordeaux;16 - ANGOULEME - Renovation du betiment 056 La Braconne (2eme semestre);36.02.03;Travaux de rehabilitation betiment;Ministeriel;Regional ou infra;NOUVELLE AQUITAINE;2019 1er trim;12;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Bordeaux;16 - ANGOULEME - MBC relatif e la maintenance preventive et curative des portes, portails, portillons, tourniquets et des peripheriques associes au profit des etablissements relevant de la BDD ANGOULEME;37.02.06;Maintenance portes et portails;Ministeriel;Regional ou infra;NOUVELLE AQUITAINE;2019 4eme trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Bordeaux;33 - BORDEAUX - BDD BORDEAUX - MERIGNAC - Accord-cadre e bons de commande sur bordereau de prix unitaire pour l'execution des travaux de maintenance, d'entretien, de reparartion, d'adaptation et d'ameliorations mineures dans les immeubles militaires dependants de l'USID de Bordeaux COUVERTURE - CHARPENTE - TOITURE - ETANCHEITE;37.03.05;Petits travaux de couverture etancheite;Ministeriel;Regional ou infra;NOUVELLE AQUITAINE;2021 4eme trim;48;entre 1 MEuros et 10 MEuros;2021
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Bordeaux;33 - BORDEAUX - BDD BORDEAUX - MERIGNAC - Accord-cadre e bons de commande pour l'exploitation, la maintenance des installations electriques (HT et BT) de la BDD de Bordeaux-Merignac (+DGA);37.02.01;Maintenance instal electr (courant faible et fort, HT-BT);Ministeriel;Regional ou infra;NOUVELLE AQUITAINE;2021 4eme trim;48;entre 1 MEuros et 10 MEuros;2021
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Bordeaux;19 - BRIVE LA GAILLARDE - LA COURTINE - Refection du reseau primaire de chauffage;36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;NOUVELLE AQUITAINE;2018 octobre;12;entre 100 KEuros et 1 MEuros;2018
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Bordeaux;19 - BRIVE LA GAILLARDE - LA COURTINE - mise en place de filtres sur chaufferie biomasse pour mise en conformite ICPE;36.02.02;Travaux de renovation betiment (yc betiments historiques);Ministeriel;Regional ou infra;NOUVELLE AQUITAINE;2018 octobre;12;entre 100 KEuros et 1 MEuros;2018
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Bordeaux;33 - CAZAUX - LA TESTE - BA 120 - Regroupement de la flotte CARACAL sur la BA 120;36.02.01;Travaux construction betiment neuf;Ministeriel;Regional ou infra;NOUVELLE AQUITAINE;2021 4eme trim;12;entre 1 MEuros et 10 MEuros;2021
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Bordeaux;40 - MONT DE MARSAN - Construction d'un betiment pour la 2eme compagnie genie de l'air - Marche MOP;36.04.02;Prestation de maetrise d'euvre (MOE);Ministeriel;Regional ou infra;NOUVELLE AQUITAINE;2019 2nd trim;12;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Bordeaux;40 - MONT DE MARSAN - Mise en conformite du betiment hebergement CTPE;36.02.04;Travaux de mise aux normes betiment;Ministeriel;Regional ou infra;NOUVELLE AQUITAINE;2019 4eme trim;12;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Service d'infrastructure de la defense / Etablissement du service d'insfrastructure de la defense de Bordeaux;82 - MONTAUBAN - BDD MONTAUBAN - Marche de maintenance des ponts roulants et des moyens de levage fixes;37.02.05;Maintenance appareil de levage lourd (elevateur, plateforme);Ministeriel;Regional ou infra;NOUVELLE AQUITAINE;2019 3eme trim;48;< 100 KEuros;2019
